1,1,0
2,0,0
3,0,0
4,1,0
5,2,0
6,2,0
7,8,1
8,4,0
9,4,0
10,8,0
11,4,0
12,7,0
13,7,1
14,6,1
15,13,1
16,15,0
17,16,2
18,15,0
19,24,0
20,28,3
21,24,0
22,28,5
23,25,1
24,36,4
25,43,3
26,53,4
27,62,4
28,63,6
29,59,3
30,85,6
31,90,7
32,110,4
33,120,4
34,134,11
35,165,16
36,172,10
37,222,12
38,267,23
39,324,9
40,377,23
41,398,19
42,455,18
43,623,34
44,748,36
45,847,48
46,1004,52
47,1241,61
48,1524,80
49,1846,84
50,2144,107
51,2457,113
52,3125,171
53,3749,165
54,4447,224
55,5325,259
56,6280,336
57,7486,430
58,8959,486
59,10798,600
60,12759,641
61,15364,797
62,18192,935
63,21409,1121
64,25447,1348
65,31018,1634
66,36531,1854
67,44216,2276
68,52939,2765
69,63502,3310
70,75468,3773
