x,y
0,0
0.05,6.155325126771036e-10
0.1,2.804629954057679e-8
0.15000000000000002,2.5517799084589157e-7
0.2,1.2004849879053434e-6
0.25,3.934679850495517e-6
0.30000000000000004,1.0260794128009798e-5
0.35000000000000003,2.2852809050729942e-5
0.4,4.534726394956185e-5
0.45,8.238759195810086e-5
0.5,1.3962408864803152e-4
0.55,2.2367424659638468e-4
0.6000000000000001,3.4204915276607364e-4
0.65,5.030520335875706e-4
0.7000000000000001,7.156550343838028e-4
0.75,9.893600654952905e-4
0.8,0.0013340491288273719
0.8500000000000001,0.0017598290210384913
0.9,0.0022768747402467614
0.9500000000000001,0.002895275335658001
1,0.0036248853578334573
1.05,0.004475184508068331
1.1,0.005455147559748323
1.1500000000000001,0.006573126139714395
1.2000000000000002,0.007836743517656581
1.25,0.009252803158157429
1.3,0.010827211443310699
1.35,0.012564914672727048
1.4000000000000001,0.014469850190213003
1.4500000000000002,0.016544911269892996
1.5,0.01879192521607687
1.55,0.021211643987586026
1.6,0.023803746545279166
1.6500000000000001,0.026566852037908276
1.7000000000000002,0.02949854288300568
1.75,0.032595396763199364
1.8,0.03585302654127951
1.85,0.03926612709678873
1.9000000000000001,0.0428285281003631
1.9500000000000002,0.04653325176720941
2,0.05037257466586208
2.0500000000000003,0.05433809270082431
2.1,0.05842078843616094
2.15,0.06261109998006349
2.2,0.0668989907065151
2.25,0.071274019148281
2.3000000000000003,0.07572540845452518
2.35,0.08024211486553345
2.4000000000000004,0.08481289471558305
2.45,0.08942636953230688
2.5,0.09407108885645774
2.5500000000000003,0.09873559045936886
2.6,0.10340845768630925
2.6500000000000004,0.10807837370209218
2.7,0.1127341724605415
2.75,0.11736488626162503
2.8000000000000003,0.12195978979916014
2.85,0.12650844063796873
2.9000000000000004,0.1310007160922007
2.95,0.13542684650632728
3,0.13977744496708064
3.0500000000000003,0.14404353349849122
3.1,0.14821656581325016
3.1500000000000004,0.1522884467120441
3.2,0.1562515482383879
3.25,0.16009872270997857
3.3000000000000003,0.1638233127588543
3.35,0.16741915852181147
3.4000000000000004,0.17088060212977318
3.45,0.1742024896502548
3.5,0.17738017064089137
3.5500000000000003,0.1804094954743252
3.6,0.18328681059572724
3.6500000000000004,0.18600895187400426
3.7,0.18857323620641916
3.75,0.19097745153409085
3.8000000000000003,0.19321984542271514
3.85,0.19529911235901282
3.9000000000000004,0.19721437990893087
3.95,0.1989651938786234
4,0.20055150261379223
4.05,0.20197364056716557
4.1000000000000005,0.20323231125780836
4.15,0.20432856973966235
4.2,0.20526380469027036
4.25,0.2060397202241045
4.3,0.20665831752834798
4.3500000000000005,0.20712187641241436
4.4,0.20743293685597602
4.45,0.20759428063384602
4.5,0.20760891308974858
4.55,0.207480045124851
4.6000000000000005,0.20721107546093653
4.65,0.2068055732322971
4.7,0.20626726095482517
4.75,0.20559999791541306
4.800000000000001,0.2048077640196189
4.8500000000000005,0.20389464413065586
4.9,0.20286481292809871
4.95,0.20172252031028962
5,0.20047207736026257
5.050000000000001,0.19911784289109252
5.1000000000000005,0.19766421058291117
5.15,0.19611559672041173
5.2,0.19447642853648722
5.25,0.19275113316470444
5.300000000000001,0.19094412720060425
5.3500000000000005,0.1890598068693298
5.4,0.18710253879481034
5.45,0.18507665136366647
5.5,0.1829864266751337
5.550000000000001,0.1808360930666305
5.6000000000000005,0.17862981820310334
5.65,0.17637170271696398
5.7,0.17406577438428097
5.75,0.17171598282188744
5.800000000000001,0.1693261946892167
5.8500000000000005,0.16690018937796328
5.9,0.16444165517207668
5.95,0.16195418586013868
6,0.15944127778181136
6.050000000000001,0.1569063272897957
6.1000000000000005,0.15435262860859478
6.15,0.1517833720712924
6.2,0.14920164271558808
6.25,0.14661041922040782
6.300000000000001,0.14401257316456748
6.3500000000000005,0.1414108685891803
6.4,0.1388079618457705
6.45,0.1362064017123699
6.5,0.13360862976023824
6.550000000000001,0.13101698095424302
6.6000000000000005,0.12843368447036874
6.65,0.12586086471427999
6.7,0.12330054252535433
6.75,0.12075463655109128
6.800000000000001,0.11822496477733634
6.8500000000000005,0.11571324620027874
6.9,0.11322110262673148
6.95,0.11075006058974332
7,0.1083015533671479
7.050000000000001,0.10587692309120517
7.1000000000000005,0.10347742293804121
7.15,0.10110421938614333
7.2,0.09875839453370772
7.25,0.09644094846517519
7.300000000000001,0.09415280165781706
7.3500000000000005,0.09189479741975665
7.4,0.08966770435131254
7.45,0.08747221882205417
7.5,0.08530896745643927
7.550000000000001,0.08317850962137441
7.6000000000000005,0.08108133990949946
7.65,0.0790178906124341
7.7,0.07698853417865552
7.75,0.07499358565108889
7.800000000000001,0.07303330507988517
7.8500000000000005,0.07110789990624714
7.9,0.06921752731352507
7.95,0.06736229654215692
8,0.06554227116536081
8.05,0.06375747132280397
8.1,0.06200787590978158
8.15,0.06029342471971877
8.200000000000001,0.0586140205380907
8.25,0.05696953118610765
8.3,0.05535979151275958
8.35,0.05378460533404556
8.4,0.05224374731842557
8.450000000000001,0.050736964817743105
8.5,0.049263979643048475
8.55,0.04782448978493814
8.6,0.04641817107818849
8.65,0.04504467881061488
8.700000000000001,0.04370364927623409
8.75,0.042394701272937194
8.8,0.041117437545003285
8.85,0.03987144617089711
8.9,0.038656301896895305
8.950000000000001,0.03747156741718012
9,0.036316794601124386
9.05,0.035191525668568764
9.1,0.034095294313960064
9.15,0.03302762678028271
9.200000000000001,0.031988042883769004
9.25,0.030976056990421802
9.3,0.02999117894542567
9.35,0.02903291495655769
9.4,0.028100768432740165
9.450000000000001,0.027194240778902295
9.5,0.026312832148337687
9.55,0.025456042153761554
9.600000000000001,0.024623370538281876
9.65,0.023814317807507167
9.700000000000001,0.023028385824016197
9.75,0.02226507836541804
9.8,0.02152390164722497
9.850000000000001,0.020804364811758215
9.9,0.020105980384296552
9.950000000000001,0.01942826469766827
10,0.0187707382864739
10.05,0.018132926252112436
10.100000000000001,0.017514358599767615
10.15,0.01691457054849158
10.200000000000001,0.016333102815505943
10.25,0.015769501875816303
10.3,0.015223320198217646
10.350000000000001,0.014694116458741817
10.4,0.014181455732577503
10.450000000000001,0.013684909665465888
10.5,0.013204056625552213
10.55,0.012738481836646618
10.600000000000001,0.01228777749382148
10.65,0.011851542862247483
10.700000000000001,0.011429384360142463
10.75,0.011020915626681855
10.8,0.010625757575691945
10.850000000000001,0.01024353843592123
10.9,0.00987389377865811
10.950000000000001,0.009516466533436982
11,0.009170906992549115
11.05,0.008836872805047653
11.100000000000001,0.008514028960911876
11.15,0.008202047766009496
11.200000000000001,0.007900608808471578
11.25,0.007609398917070034
11.3,0.007328112112163443
11.350000000000001,0.0070564495497538356
11.4,0.0067941194591737185
11.450000000000001,0.006540837074900106
11.5,0.0062963245629706
11.55,0.006060310942454807
11.600000000000001,0.005832532002413529
11.65,0.005612730214758145
11.700000000000001,0.005400654643402024
11.75,0.00519606085007775
11.8,0.004998710797174246
11.850000000000001,0.0048083727479302975
11.9,0.004624821164303618
11.950000000000001,0.004447836602817254
12,0.004277205608669209
