1,1,0
2,0,0
3,0,0
4,0,0
5,1,0
6,3,0
7,3,0
8,3,0
9,3,0
10,7,1
11,3,1
12,5,0
13,8,0
14,10,1
15,5,1
16,3,1
17,5,0
18,5,0
19,8,0
20,14,2
21,16,0
22,15,0
23,19,3
24,35,0
25,25,1
26,34,2
27,36,0
28,52,2
29,56,4
30,70,3
31,108,7
32,173,6
33,204,9
34,226,11
35,264,9
36,326,7
37,381,12
38,420,24
39,518,29
40,583,34
41,749,30
42,833,52
43,978,54
44,1203,61
45,1393,84
46,1844,76
47,2073,109
48,2436,125
49,2917,153
50,3538,189
51,4090,207
52,5108,252
53,5826,300
54,7137,357
55,8347,418
56,10185,528
57,12180,615
58,14358,736
59,17296,860
60,20685,1072
61,24765,1229
62,29361,1532
63,35553,1858
64,42603,2209
65,50055,2568
66,53093,2826
67,49468,2879
68,39675,2577
69,28134,2075
70,17952,1637
71,10462,1080
72,5835,734
73,3058,446
74,1512,306
75,713,178
76,355,105
77,163,53
78,67,26
79,32,13
80,12,10
81,4,2
82,2,0
83,1,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
