1,1,0
2,0,0
3,0,0
4,0,0
5,1,0
6,2,0
7,4,0
8,1,0
9,0,0
10,4,0
11,2,0
12,1,0
13,2,1
14,2,0
15,1,1
16,3,2
17,1,0
18,2,0
19,7,0
20,4,0
21,3,1
22,6,1
23,14,0
24,9,1
25,13,1
26,12,0
27,17,1
28,18,1
29,20,3
30,24,3
31,25,0
32,30,1
33,36,2
34,42,6
35,40,2
36,51,7
37,53,6
38,58,1
39,71,7
40,87,6
41,126,7
42,151,8
43,133,8
44,175,15
45,208,12
46,262,14
47,302,15
48,352,15
49,402,18
50,504,26
51,568,37
52,668,41
53,759,52
54,944,48
55,1020,67
56,1333,71
57,1549,92
58,1938,102
59,2284,114
60,2678,145
61,3262,167
62,3893,182
63,4492,241
64,5487,274
65,6765,333
66,7761,396
67,9296,462
68,11099,540
69,12918,714
70,16086,829
71,19001,993
72,22762,1224
73,27389,1447
74,32634,1644
75,39336,2077
76,46788,2404
77,52679,2634
78,53359,2893
79,45767,2754
80,34852,2395
81,23361,1897
82,14425,1308
83,8127,1005
84,4330,617
85,2138,330
86,1075,224
87,473,114
88,213,63
89,99,43
90,46,14
91,21,13
92,8,1
93,4,3
94,1,1
95,0,1
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
