1,1,0
2,0,0
3,0,0
4,0,0
5,0,0
6,4,0
7,0,0
8,1,0
9,3,0
10,8,0
11,4,0
12,2,0
13,6,0
14,3,0
15,3,0
16,5,0
17,0,0
18,3,1
19,3,0
20,1,0
21,5,0
22,9,1
23,5,0
24,2,1
25,4,0
26,2,0
27,4,0
28,3,0
29,1,0
30,3,1
31,5,0
32,3,1
33,3,0
34,6,0
35,6,1
36,12,0
37,3,1
38,2,0
39,9,0
40,5,1
41,9,2
42,4,0
43,8,0
44,3,2
45,15,0
46,20,2
47,19,2
48,20,1
49,13,2
50,38,2
51,36,2
52,47,0
53,51,4
54,49,2
55,60,5
56,82,4
57,104,5
58,109,7
59,161,9
60,176,7
61,184,14
62,202,8
63,257,15
64,335,19
65,370,13
66,443,18
67,509,36
68,556,32
69,718,45
70,819,35
71,1025,61
72,1220,63
73,1415,78
74,1652,107
75,2071,106
76,2416,133
77,2893,155
78,3433,198
79,4243,222
80,4955,252
81,5865,294
82,6964,389
83,8390,430
84,10020,527
85,11619,622
86,13976,776
87,17091,929
88,20412,1055
