1,1,0
2,0,0
3,0,0
4,1,0
5,0,0
6,2,0
7,0,0
8,1,0
9,1,1
10,0,0
11,1,0
12,0,0
13,1,0
14,2,0
15,0,0
16,1,0
17,1,0
18,1,0
19,1,0
20,5,0
21,1,1
22,0,0
23,1,0
24,1,1
25,1,0
26,4,0
27,9,0
28,2,0
29,6,1
30,7,1
31,9,0
32,12,1
33,7,0
34,7,1
35,8,1
36,9,2
37,7,1
38,7,1
39,16,2
40,13,0
41,18,1
42,18,2
43,22,0
44,29,3
45,37,2
46,39,3
47,40,1
48,68,3
49,69,5
50,94,2
51,127,5
52,125,10
53,143,6
54,165,11
55,188,5
56,238,14
57,283,25
58,303,18
59,316,26
60,357,31
61,534,27
62,616,28
63,720,33
64,889,49
65,1002,50
66,1225,64
67,1507,82
68,1786,93
69,2148,112
70,2562,128
71,3032,152
72,3522,187
73,4353,231
74,5086,288
75,6073,292
76,7547,373
77,8667,454
78,10379,546
79,12533,640
80,14685,777
81,17506,887
82,20795,1109
83,24863,1331
84,29561,1544
85,35529,1860
86,42088,2263
87,48938,2688
88,51781,2761
89,47312,2841
90,37139,2497
91,26057,2061
92,16707,1540
93,9912,1095
94,5265,700
95,2694,449
96,1406,272
97,660,174
98,316,83
99,128,60
100,53,24
101,24,13
102,11,2
103,7,2
104,3,2
105,0,0
106,1,1
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
