1,1,0
2,0,0
3,0,0
4,1,0
5,1,0
6,4,0
7,3,0
8,2,0
9,2,1
10,5,1
11,7,0
12,13,0
13,18,1
14,28,1
15,32,0
16,36,1
17,63,2
18,72,3
19,82,3
20,74,6
21,90,8
22,117,5
23,124,3
24,146,13
25,173,10
26,208,10
27,268,13
28,345,16
29,421,16
30,505,19
31,649,25
32,776,42
33,945,41
34,1158,70
35,1348,50
36,1630,94
37,1893,103
38,2194,117
39,2614,155
40,3076,161
41,3721,192
42,4574,217
43,5542,288
44,6541,312
45,8068,387
46,9510,486
47,11599,589
48,13749,674
49,16091,852
50,19527,955
51,23440,1175
52,27538,1452
53,33194,1715
54,39579,2064
55,46989,2419
56,52398,2748
57,51763,2925
58,43666,2752
59,32922,2326
60,21683,1825
61,13230,1308
62,7422,866
63,3987,573
64,1986,342
65,1033,228
66,441,125
67,210,64
68,80,29
69,52,27
70,15,3
71,8,9
72,0,3
73,3,0
