1,1,0
2,0,0
3,1,0
4,0,0
5,0,0
6,1,0
7,2,0
8,0,0
9,2,0
10,2,0
11,0,0
12,1,0
13,3,0
14,2,0
15,5,0
16,3,0
17,8,0
18,3,0
19,11,0
20,12,0
21,7,1
22,19,0
23,20,3
24,51,3
25,71,0
26,100,4
27,103,2
28,130,4
29,148,3
30,137,9
31,181,7
32,215,18
33,264,17
34,335,13
35,372,18
36,429,21
37,547,29
38,600,32
39,690,34
40,820,47
41,1037,49
42,1261,71
43,1563,66
44,1822,99
45,2195,123
46,2667,122
47,3112,146
48,3828,192
49,4408,230
50,5355,294
51,6271,337
52,7279,379
53,8955,476
54,10649,611
55,12672,698
56,14701,774
57,18002,961
58,21333,1131
59,25510,1294
60,30241,1619
61,36589,1986
62,43858,2267
63,50642,2644
64,53113,2888
65,47176,2785
66,37297,2559
67,25595,2010
68,16207,1443
69,9479,1047
70,5209,653
71,2676,412
72,1298,288
73,603,130
74,301,91
75,118,46
76,53,30
77,21,15
78,1,4
79,3,1
80,0,3
81,2,2
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
