1,1,0
2,0,0
3,0,0
4,0,0
5,0,0
6,1,0
7,1,0
8,2,1
9,0,0
10,0,0
11,2,0
12,3,0
13,1,0
14,2,0
15,3,0
16,3,0
17,4,0
18,0,0
19,1,0
20,1,2
21,0,0
22,1,0
23,8,1
24,8,0
25,19,0
26,13,0
27,9,1
28,21,1
29,11,0
30,16,1
31,12,2
32,20,1
33,15,3
34,24,3
35,24,0
36,44,1
37,41,1
38,41,2
39,27,4
40,44,4
41,64,2
42,68,6
43,78,4
44,99,8
45,125,4
46,143,5
47,219,7
48,227,19
49,248,16
50,310,17
51,367,15
52,443,21
53,531,24
54,643,24
55,765,38
56,905,50
57,942,59
58,1249,85
59,1498,78
60,1884,111
61,2223,134
62,2670,135
63,3315,175
64,3942,182
65,4721,217
66,5437,271
67,6539,322
68,7746,406
69,9375,526
70,11370,569
71,13501,714
72,15895,797
73,19427,1001
74,23339,1187
75,27981,1449
76,33167,1695
77,39472,1981
78,46822,2459
79,56732,2931
80,67451,3474
81,80032,4139
