1,1,0
2,0,0
3,2,0
4,0,0
5,1,0
6,2,0
7,1,0
8,0,0
9,0,0
10,1,1
11,2,0
12,2,0
13,2,1
14,2,0
15,1,0
16,1,0
17,0,0
18,3,0
19,1,0
20,3,1
21,4,0
22,1,0
23,0,0
24,2,1
25,6,0
26,4,0
27,5,0
28,3,0
29,6,0
30,2,1
31,6,1
32,3,2
33,13,1
34,4,3
35,6,3
36,12,1
37,13,0
38,8,1
39,8,1
40,10,0
41,12,1
42,22,2
43,25,0
44,36,2
45,58,0
46,60,1
47,76,1
48,58,4
49,85,6
50,123,7
51,140,9
52,127,9
53,139,8
54,170,11
55,209,15
56,213,14
57,263,17
58,337,16
59,377,19
60,438,32
61,559,35
62,616,26
63,706,40
64,962,49
65,1105,53
66,1305,83
67,1595,69
68,1995,82
69,2317,127
70,2764,141
71,3337,168
72,4160,200
73,4968,242
74,5955,278
75,7172,347
76,8456,418
77,10255,487
78,12311,621
79,14620,800
80,17407,937
81,20692,1054
