1,1,0
2,0,0
3,0,0
4,0,0
5,1,0
6,0,0
7,1,0
8,3,0
9,1,0
10,3,0
11,1,0
12,1,0
13,3,0
14,4,0
15,4,1
16,8,1
17,5,1
18,5,1
19,3,2
20,5,0
21,5,2
22,17,0
23,21,1
24,34,0
25,43,0
26,39,1
27,65,0
28,84,3
29,85,2
30,106,3
31,120,3
32,126,6
33,168,14
34,213,7
35,267,12
36,318,18
37,423,14
38,471,24
39,604,21
40,663,45
41,920,51
42,1068,50
43,1130,70
44,1375,70
45,1643,92
46,2004,111
47,2326,133
48,2804,159
49,3496,204
50,3940,205
51,4711,252
52,5718,305
53,6777,348
54,8154,423
55,9722,515
56,11385,618
57,13655,734
58,16148,854
59,19553,986
60,23390,1161
61,28269,1536
62,33768,1740
63,40522,2023
64,47342,2521
65,52137,2790
66,50149,2934
67,42395,2714
68,31214,2332
69,20375,1688
70,12343,1280
71,6793,856
72,3613,536
73,1829,297
74,876,175
