1,1,0
2,0,0
3,0,0
4,1,0
5,1,0
6,3,0
7,2,0
8,1,0
9,3,0
10,0,1
11,2,0
12,3,0
13,0,0
14,5,0
15,5,1
16,10,1
17,11,0
18,4,0
19,20,0
20,20,1
21,26,0
22,25,2
23,35,0
24,28,2
25,38,3
26,39,1
27,34,3
28,51,1
29,53,6
30,59,3
31,63,7
32,72,7
33,94,8
34,114,7
35,118,7
36,175,8
37,210,9
38,251,7
39,268,11
40,319,16
41,351,25
42,433,22
43,540,34
44,650,42
45,746,41
46,908,47
47,1140,68
48,1331,63
49,1578,71
50,1890,95
51,2281,115
52,2654,143
53,3134,175
54,3820,198
55,4634,241
56,5642,280
57,6686,341
58,8056,347
59,9692,508
