1,1,0
2,0,0
3,0,0
4,1,0
5,1,0
6,4,0
7,2,0
8,12,0
9,10,0
10,15,0
11,18,1
12,9,0
13,12,2
14,14,0
15,21,1
16,30,1
17,18,1
18,27,1
19,35,3
20,55,5
21,51,3
22,74,3
23,75,4
24,81,3
25,94,3
26,117,4
27,111,10
28,138,9
29,166,9
30,216,12
31,276,8
32,294,13
33,395,24
34,445,28
35,512,23
36,672,25
37,766,35
38,894,48
39,1107,51
40,1307,69
41,1592,84
42,1927,82
43,2483,108
44,2999,131
45,3734,166
46,4414,201
47,5248,262
48,6241,300
49,7401,390
50,8981,485
51,10612,550
52,12839,678
53,15349,828
54,18480,939
55,21870,1088
56,25625,1373
57,31036,1620
58,37129,1989
59,44010,2354
60,52398,2807
