1,1,0
2,0,0
3,2,0
4,0,0
5,2,0
6,1,1
7,3,0
8,5,0
9,4,2
10,2,1
11,0,0
12,2,0
13,1,1
14,3,0
15,2,0
16,1,0
17,5,0
18,1,1
19,3,1
20,3,1
21,8,0
22,11,1
23,19,0
24,9,1
25,14,0
26,18,1
27,30,0
28,25,2
29,44,3
30,54,0
31,60,3
32,85,0
33,94,2
34,110,2
35,134,4
36,149,3
37,213,9
38,207,13
39,280,15
40,334,25
41,431,16
42,499,24
43,617,34
44,759,29
45,818,36
46,1031,52
47,1204,61
48,1407,79
49,1728,82
50,2150,104
51,2485,136
52,2892,151
53,3490,189
54,4153,238
55,5035,260
56,5892,318
57,7109,413
58,8507,450
59,10087,536
60,12212,664
61,14333,764
62,17090,918
63,20379,1140
64,24421,1267
65,29419,1549
66,34976,1857
67,41533,2188
68,49005,2550
69,51750,2818
70,48285,2836
71,38543,2538
72,27272,2069
73,17579,1606
74,10248,1105
75,5766,756
76,2935,461
77,1543,278
78,708,145
79,288,91
80,143,47
81,59,18
82,24,16
83,13,5
84,6,8
85,0,1
86,1,2
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
