1,1,0
2,0,0
3,0,0
4,0,0
5,1,0
6,0,0
7,1,0
8,1,0
9,0,0
10,2,0
11,6,0
12,9,0
13,6,2
14,7,0
15,6,0
16,7,0
17,8,0
18,11,0
19,7,1
20,11,0
21,14,2
22,16,1
23,25,2
24,28,1
25,35,1
26,44,3
27,43,3
28,65,4
29,84,2
30,113,4
31,108,4
32,142,4
33,176,4
34,227,9
35,245,9
36,332,15
37,389,13
38,512,18
39,620,27
40,713,35
41,790,34
42,1025,54
43,1233,59
44,1440,60
45,1622,95
46,2005,101
47,2325,135
48,2930,144
49,3510,168
50,4098,222
51,5014,242
52,5714,298
53,6860,367
54,8116,404
55,9948,541
56,11751,584
57,13766,707
58,16806,872
59,19927,1094
60,24138,1223
61,28446,1552
62,34019,1814
63,41030,2143
64,47774,2491
65,51663,2795
66,49200,2852
67,39962,2633
68,28888,2217
69,18799,1621
70,11018,1108
71,6109,773
72,3243,503
73,1607,291
74,742,178
75,369,120
76,157,54
77,62,25
78,30,16
79,11,3
80,2,5
81,3,3
82,0,2
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
