1,1,0
2,0,0
3,0,0
4,5,0
5,6,0
6,4,0
7,7,0
8,8,0
9,20,0
10,38,1
11,35,1
12,33,1
13,28,1
14,41,1
15,53,5
16,63,2
17,71,2
18,60,3
19,82,5
20,98,7
21,120,3
22,157,5
23,202,11
24,229,12
25,255,14
26,289,20
27,352,16
28,464,20
29,606,32
30,678,30
31,757,37
32,881,51
33,1078,50
34,1301,60
35,1515,97
36,1856,97
37,2142,116
38,2696,144
39,3152,174
40,3772,191
41,4701,234
42,5732,281
43,6689,329
44,7940,395
45,9256,491
46,11304,600
47,13541,663
48,16113,821
49,19440,1006
50,22938,1207
51,27502,1427
52,32964,1675
53,38610,2138
54,46249,2403
55,51621,2734
56,51245,2962
57,43232,2841
58,32462,2305
59,21576,1814
60,13031,1250
61,7213,874
62,3861,544
63,2034,378
64,997,225
65,461,110
66,216,62
67,108,43
68,31,20
69,12,10
70,10,4
71,4,4
72,1,0
73,1,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
