1,1,0
2,0,0
3,0,0
4,0,0
5,0,0
6,1,0
7,1,0
8,1,0
9,0,0
10,1,0
11,3,0
12,2,0
13,5,0
14,5,0
15,5,0
16,8,1
17,17,0
18,16,0
19,10,1
20,13,2
21,16,2
22,17,3
23,28,1
24,30,2
25,51,3
26,54,6
27,53,2
28,100,4
29,123,3
30,154,5
31,191,5
32,224,8
33,279,12
34,295,20
35,332,25
36,342,20
37,454,22
38,555,30
39,622,26
40,797,36
41,993,54
42,1107,59
43,1296,72
44,1575,97
45,1903,86
46,2229,126
47,2793,133
48,3189,172
49,3976,204
50,4521,225
51,5427,281
52,6740,352
53,7933,403
54,9588,499
55,11358,589
56,13443,683
57,16359,862
58,18907,1042
59,23534,1189
60,28159,1457
61,33186,1711
62,40112,2161
63,47273,2410
64,52474,2713
65,51246,2950
66,42839,2662
67,31892,2277
68,20773,1725
69,12662,1278
70,6933,800
71,3727,513
72,1873,328
73,952,171
74,415,118
75,193,66
76,78,34
